Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,sample,mean,std,Z-score
bin_80,Rhodobacterales,bin.80_02773,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_105730_length_4229_cov_4.896502_3,0.001280448,19.63596966,923,bin_80,0.004432167,0.003359567,-0.938132561
bin_177,Propionibacteriales,bin.177_01286,PF00719,Inorganic pyrophosphatase,IPR008162,Inorganic pyrophosphatase,GO:0000287|GO:0004427|GO:0005737|GO:0006796,NODE_15_length_57837_cov_7.144460_14,0.001276794,46.02626263,495,bin_177,0.004432167,0.003359567,-0.939220201
bin_1,Burkholderiales,bin.1_01282,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_4019_length_32944_cov_80.193864_26,0.001256921,203.4739093,1169,bin_1,0.004432167,0.003359567,-0.945135546
bin_1,Burkholderiales,bin.1_01282,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_4019_length_32944_cov_80.193864_26,0.001256921,203.4739093,1169,bin_1,0.004432167,0.003359567,-0.945135546
bin_1,Burkholderiales,bin.1_01282,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_4019_length_32944_cov_80.193864_26,0.001256921,203.4739093,1169,bin_1,0.004432167,0.003359567,-0.945135546
bin_167,Nitriliruptorales,bin.167_01576,PF00535,Glycosyl transferase family 2,IPR001173,Glycosyltransferase 2-like,-,NODE_35655_length_8187_cov_19.809395_7,0.001250166,55.71895425,918,bin_167,0.004432167,0.003359567,-0.947146222
bin_82,Rhodobacterales,bin.82_00073,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_186_length_151552_cov_8.249457_73,0.001245788,25.01355932,885,bin_82,0.004432167,0.003359567,-0.948449366
bin_177,Propionibacteriales,bin.177_01196,PF00206,Lyase,IPR022761,"Fumarate lyase, N-terminal",-,NODE_13_length_60838_cov_7.091452_38,0.001242589,33.1789993,1419,bin_177,0.004432167,0.003359567,-0.949401572
bin_177,Propionibacteriales,bin.177_01196,PF10397,Adenylosuccinate lyase C-terminus,IPR019468,Adenylosuccinate lyase C-terminal,-,NODE_13_length_60838_cov_7.091452_38,0.001242589,33.1789993,1419,bin_177,0.004432167,0.003359567,-0.949401572
bin_150,Rhodobacterales,bin.150_02627,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_3129_length_38091_cov_143.108397_29,0.001240382,358.2465636,1164,bin_150,0.004432167,0.003359567,-0.950058502
bin_150,Rhodobacterales,bin.150_02627,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_3129_length_38091_cov_143.108397_29,0.001240382,358.2465636,1164,bin_150,0.004432167,0.003359567,-0.950058502
bin_150,Rhodobacterales,bin.150_02627,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_3129_length_38091_cov_143.108397_29,0.001240382,358.2465636,1164,bin_150,0.004432167,0.003359567,-0.950058502
bin_48,Rhodobacterales,bin.48_00551,PF01497,Periplasmic binding protein,IPR002491,ABC transporter periplasmic binding domain,-,NODE_219_length_139632_cov_7.491657_82,0.001238753,19.61530815,1006,bin_48,0.004432167,0.003359567,-0.950543386
bin_225,Sphingomonadales,bin.225_00676,PF02779,"Transketolase, pyrimidine binding domain",IPR005475,"Transketolase-like, pyrimidine-binding domain",-,NODE_26510_length_9925_cov_27.821378_2,0.001238476,57.36920039,1013,bin_225,0.004432167,0.003359567,-0.950625837
bin_225,Sphingomonadales,bin.225_00676,PF02780,"Transketolase, C-terminal domain",IPR033248,"Transketolase, C-terminal domain",-,NODE_26510_length_9925_cov_27.821378_2,0.001238476,57.36920039,1013,bin_225,0.004432167,0.003359567,-0.950625837
bin_29,Gammaproteobacteria,bin.29_01965,PF13793,N-terminal domain of ribose phosphate pyrophosphokinase,IPR029099,"Ribose-phosphate pyrophosphokinase, N-terminal domain",-,NODE_3717_length_34439_cov_21.551361_16,0.001228997,59.20545073,954,bin_29,0.004432167,0.003359567,-0.953447331
bin_29,Gammaproteobacteria,bin.29_01965,PF14572,Phosphoribosyl synthetase-associated domain,IPR005946,Ribose-phosphate pyrophosphokinase,GO:0000287|GO:0004749|GO:0009165,NODE_3717_length_34439_cov_21.551361_16,0.001228997,59.20545073,954,bin_29,0.004432167,0.003359567,-0.953447331
bin_173,Pseudomonadales,bin.173_02542,PF02627,Carboxymuconolactone decarboxylase family,IPR003779,Carboxymuconolactone decarboxylase-like,GO:0051920,NODE_4620_length_30243_cov_13.167616_25,0.001224113,42.76822917,384,bin_173,0.004432167,0.003359567,-0.95490109
bin_39,Mycobacteriales,bin.39_02733,PF02583,Metal-sensitive transcriptional repressor,IPR003735,Metal-sensitive transcriptional repressor,GO:0003677|GO:0006355|GO:0046872,NODE_4686_length_30017_cov_27.199086_5,0.001221898,81.64893617,282,bin_39,0.004432167,0.003359567,-0.955560401
bin_101,Caulobacterales,bin.101_01302,PF03449,"Transcription elongation factor, N-terminal",IPR022691,"Transcription elongation factor, GreA/GreB, N-terminal",GO:0003677|GO:0032784,NODE_2521_length_43235_cov_21.012043_14,0.001218043,52.36919831,474,bin_101,0.004432167,0.003359567,-0.95670787
bin_101,Caulobacterales,bin.101_01302,PF01272,"Transcription elongation factor, GreA/GreB, C-term",IPR001437,"Transcription elongation factor, GreA/GreB, C-terminal",GO:0003677|GO:0032784,NODE_2521_length_43235_cov_21.012043_14,0.001218043,52.36919831,474,bin_101,0.004432167,0.003359567,-0.95670787
bin_228,Rhodobacterales,bin.228_02282,PF02219,Methylenetetrahydrofolate reductase,IPR003171,Methylenetetrahydrofolate reductase-like,GO:0004489|GO:0006555,NODE_803_length_76229_cov_653.991664_23,0.001215853,1695.159272,879,bin_228,0.004432167,0.003359567,-0.95735974
bin_180,Rhodobacterales,bin.180_00319,PF00501,AMP-binding enzyme,IPR000873,AMP-dependent synthetase/ligase,-,NODE_561_length_89342_cov_63.368452_35,0.001215606,125.9981481,1620,bin_180,0.004432167,0.003359567,-0.957433261
bin_180,Rhodobacterales,bin.180_00319,PF13193,AMP-binding enzyme C-terminal domain,IPR025110,"AMP-binding enzyme, C-terminal domain",-,NODE_561_length_89342_cov_63.368452_35,0.001215606,125.9981481,1620,bin_180,0.004432167,0.003359567,-0.957433261
bin_93,AC-67,bin.93_01414,PF06339,Ectoine synthase,IPR010462,Ectoine synthase,GO:0019491|GO:0033990,NODE_1549_length_55113_cov_8.261797_50,0.001205291,27.64631043,393,bin_93,0.004432167,0.003359567,-0.960503597
bin_180,Rhodobacterales,bin.180_03460,PF02613,Nitrate reductase delta subunit,IPR020945,DMSO/Nitrate reductase chaperone,-,NODE_14352_length_14863_cov_63.008712_4,0.001202576,102.9983713,614,bin_180,0.004432167,0.003359567,-0.961311737
bin_228,Rhodobacterales,bin.228_02548,PF04290,"Tripartite ATP-independent periplasmic transporters, DctQ component",IPR007387,"TRAP transporter, small membrane protein DctQ",-,NODE_1599_length_54380_cov_940.478086_2,0.001200698,2154.090373,509,bin_228,0.004432167,0.003359567,-0.961870738
bin_1,Burkholderiales,bin.1_01039,PF01618,MotA/TolQ/ExbB proton channel family,IPR002898,MotA/TolQ/ExbB proton channel,-,NODE_2943_length_39449_cov_71.229147_5,0.001195744,211.3125721,867,bin_1,0.004432167,0.003359567,-0.963345333
bin_158,Rhizobiales,bin.158_00806,PF03480,"Bacterial extracellular solute-binding protein, family 7",IPR018389,TRAP transporter solute receptor DctP,GO:0055085,NODE_584_length_87742_cov_51.554541_23,0.001194927,139.054078,1128,bin_158,0.004432167,0.003359567,-0.963588519
bin_94,Rhizobiales,bin.94_03028,PF01872,RibD C-terminal domain,IPR002734,"Bacterial bifunctional deaminase-reductase, C-terminal",GO:0008703|GO:0009231,NODE_133_length_8983_cov_4.918819_10,0.001185608,22.71563089,531,bin_94,0.004432167,0.003359567,-0.966362388
bin_80,Rhodobacterales,bin.80_02263,PF00291,Pyridoxal-phosphate dependent enzyme,IPR001926,Pyridoxal-phosphate dependent enzyme,-,NODE_48725_length_6727_cov_6.441397_5,0.00117988,12.01861042,806,bin_80,0.004432167,0.003359567,-0.968067369
bin_133,Mycobacteriales,bin.133_02254,PF13343,Bacterial extracellular solute-binding protein,-,-,,NODE_4684_length_30024_cov_10.981881_19,0.00117597,33.08021878,1097,bin_133,0.004432167,0.003359567,-0.96923121
bin_94,Rhizobiales,bin.94_01639,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_42_length_23007_cov_4.887702_8,0.001169041,22.74923547,981,bin_94,0.004432167,0.003359567,-0.971293678
bin_94,Rhizobiales,bin.94_01639,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_42_length_23007_cov_4.887702_8,0.001169041,22.74923547,981,bin_94,0.004432167,0.003359567,-0.971293678
bin_180,Rhodobacterales,bin.180_01369,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_1406_length_57594_cov_69.779975_12,0.001167752,180.2019465,1233,bin_180,0.004432167,0.003359567,-0.971677358
bin_180,Rhodobacterales,bin.180_01369,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_1406_length_57594_cov_69.779975_12,0.001167752,180.2019465,1233,bin_180,0.004432167,0.003359567,-0.971677358
bin_180,Rhodobacterales,bin.180_01369,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_1406_length_57594_cov_69.779975_12,0.001167752,180.2019465,1233,bin_180,0.004432167,0.003359567,-0.971677358
bin_113,SYMT01,bin.113_04041,PF14720,NiFe/NiFeSe hydrogenase small subunit C-terminal,IPR027394,"Cytochrome-c3 hydrogenase, C-terminal",-,NODE_372_length_109149_cov_15.172191_47,0.001162955,41.13167013,1443,bin_113,0.004432167,0.003359567,-0.973105221
bin_113,SYMT01,bin.113_04041,PF01058,"NADH ubiquinone oxidoreductase, 20 Kd subunit",IPR006137,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit",GO:0051536,NODE_372_length_109149_cov_15.172191_47,0.001162955,41.13167013,1443,bin_113,0.004432167,0.003359567,-0.973105221
bin_47,Nevskiales,bin.47_01851,PF03795,YCII-related domain,IPR005545,YCII-related,-,NODE_29505_length_9262_cov_17.155208_10,0.001160545,52.54492754,345,bin_47,0.004432167,0.003359567,-0.973822575
bin_7,Sphingomonadales,bin.7_01923,PF01261,Xylose isomerase-like TIM barrel,IPR013022,"Xylose isomerase-like, TIM barrel domain",-,NODE_2580_length_42646_cov_10.575380_22,0.00115717,37.47126437,1044,bin_7,0.004432167,0.003359567,-0.974827169
bin_29,Gammaproteobacteria,bin.29_00349,PF00486,"Transcriptional regulatory protein, C terminal",IPR001867,OmpR/PhoB-type DNA-binding domain,GO:0000160|GO:0003677|GO:0006355,NODE_261_length_127161_cov_21.162101_95,0.001153939,68.73015873,693,bin_29,0.004432167,0.003359567,-0.9757889
bin_29,Gammaproteobacteria,bin.29_00349,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_261_length_127161_cov_21.162101_95,0.001153939,68.73015873,693,bin_29,0.004432167,0.003359567,-0.9757889
bin_177,Propionibacteriales,bin.177_00671,PF08241,Methyltransferase domain,IPR013216,Methyltransferase type 11,GO:0008168,NODE_6_length_100182_cov_7.126595_59,0.001140327,36.66546763,834,bin_177,0.004432167,0.003359567,-0.979840612
bin_227,Acidimicrobiales,bin.227_00838,PF03741,Integral membrane protein TerC family,IPR005496,Integral membrane protein TerC,GO:0016021,NODE_223_length_138997_cov_17.599761_128,0.001134592,49.625,1104,bin_227,0.004432167,0.003359567,-0.981547678
bin_24,Rhizobiales,bin.24_04273,PF00005,ABC transporter,IPR003439,ABC transporter-like,GO:0005524,NODE_10_length_187445_cov_9.851111_74,0.001129954,33.15196744,737,bin_24,0.004432167,0.003359567,-0.982928213
bin_26,Pseudomonadales,bin.26_02446,PF02798,"Glutathione S-transferase, N-terminal domain",IPR004045,"Glutathione S-transferase, N-terminal",GO:0005515|GO:0006749,NODE_98_length_9243_cov_7.735544_6,0.001125523,44.17009132,876,bin_26,0.004432167,0.003359567,-0.984247133
bin_26,Pseudomonadales,bin.26_02446,PF13410,"Glutathione S-transferase, C-terminal domain",-,-,,NODE_98_length_9243_cov_7.735544_6,0.001125523,44.17009132,876,bin_26,0.004432167,0.003359567,-0.984247133
bin_228,Rhodobacterales,bin.228_03436,PF04267,"Sarcosine oxidase, delta subunit family",IPR006279,"Sarcosine oxidase, delta subunit, heterotetrameric",GO:0008115|GO:0046653,NODE_13449_length_15507_cov_801.706057_6,0.001125254,1689.056667,300,bin_228,0.004432167,0.003359567,-0.984327202
bin_93,AC-67,bin.93_02175,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_6033_length_25769_cov_8.770631_30,0.001111993,36.41607565,423,bin_93,0.004432167,0.003359567,-0.988274437
bin_213,Saccharimonadales,bin.213_00366,PF07715,TonB-dependent Receptor Plug Domain,IPR012910,"TonB-dependent receptor, plug domain",-,NODE_15_length_14172_cov_6.755161_8,0.00111066,28.38149738,2097,bin_213,0.004432167,0.003359567,-0.988671214
bin_213,Saccharimonadales,bin.213_00366,PF00593,TonB dependent receptor,IPR000531,"TonB-dependent receptor-like, beta-barrel",-,NODE_15_length_14172_cov_6.755161_8,0.00111066,28.38149738,2097,bin_213,0.004432167,0.003359567,-0.988671214
bin_80,Rhodobacterales,bin.80_00885,PF04267,"Sarcosine oxidase, delta subunit family",IPR006279,"Sarcosine oxidase, delta subunit, heterotetrameric",GO:0008115|GO:0046653,NODE_13352_length_15582_cov_6.413602_11,0.001100891,21.77816901,284,bin_80,0.004432167,0.003359567,-0.991579029
bin_9,Euzebyales,bin.9_01425,PF02566,OsmC-like protein,IPR003718,OsmC/Ohr family,-,NODE_83_length_10550_cov_6.230784_9,0.001096789,30.32269504,564,bin_9,0.004432167,0.003359567,-0.99280002
bin_82,Rhodobacterales,bin.82_00029,PF07991,"Acetohydroxy acid isomeroreductase, NADPH-binding domain",IPR013116,"Ketol-acid reductoisomerase, N-terminal",-,NODE_186_length_151552_cov_8.249457_29,0.001094382,25.78409091,792,bin_82,0.004432167,0.003359567,-0.993516481
bin_82,Rhodobacterales,bin.82_00029,PF16896,Phosphogluconate dehydrogenase (decarboxylating) C-term,IPR031663,"Phosphogluconate dehydrogenase (decarboxylating) , C-terminal",-,NODE_186_length_151552_cov_8.249457_29,0.001094382,25.78409091,792,bin_82,0.004432167,0.003359567,-0.993516481
bin_94,Rhizobiales,bin.94_01204,PF02668,"Taurine catabolism dioxygenase TauD, TfdA family",IPR003819,TauD/TfdA-like domain,GO:0016491,NODE_25_length_32195_cov_5.246591_30,0.001092925,24.11961302,1137,bin_94,0.004432167,0.003359567,-0.993950168
bin_228,Rhodobacterales,bin.228_03182,PF12911,N-terminal TM domain of oligopeptide transport permease C,IPR025966,"Oligopeptide transport permease C-like, N-terminal domain",-,NODE_6140_length_25523_cov_886.444087_21,0.001090633,2252.785558,914,bin_228,0.004432167,0.003359567,-0.994632399
bin_228,Rhodobacterales,bin.228_03182,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_6140_length_25523_cov_886.444087_21,0.001090633,2252.785558,914,bin_228,0.004432167,0.003359567,-0.994632399
bin_29,Gammaproteobacteria,bin.29_00295,PF00293,NUDIX domain,IPR000086,NUDIX hydrolase domain,GO:0016787,NODE_261_length_127161_cov_21.162101_40,0.001089743,61.9408284,507,bin_29,0.004432167,0.003359567,-0.994897314
bin_131,Pseudomonadales,bin.131_00830,PF02091,Glycyl-tRNA synthetase alpha subunit,IPR002310,"Glycine-tRNA ligase, alpha subunit",GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426,NODE_5709_length_26539_cov_60.865126_2,0.001068744,146.9722222,540,bin_131,0.004432167,0.003359567,-1.001147822
bin_1,Burkholderiales,bin.1_03404,PF01144,Coenzyme A transferase,IPR004165,Coenzyme A transferase family I,GO:0008410,NODE_42726_length_7304_cov_71.212029_5,0.001056084,183.021645,693,bin_1,0.004432167,0.003359567,-1.004916164
bin_189,Rhizobiales,bin.189_00687,PF11071,Nucleoside 2-deoxyribosyltransferase YtoQ,IPR019884,YtoQ family protein,-,NODE_48630_length_6737_cov_4.464831_4,0.001051603,9.874418605,430,bin_189,0.004432167,0.003359567,-1.006249967
bin_189,Rhizobiales,bin.189_00687,PF11071,Nucleoside 2-deoxyribosyltransferase YtoQ,IPR019884,YtoQ family protein,-,NODE_48630_length_6737_cov_4.464831_4,0.001051603,9.874418605,430,bin_189,0.004432167,0.003359567,-1.006249967
bin_189,Rhizobiales,bin.189_00687,PF11071,Nucleoside 2-deoxyribosyltransferase YtoQ,IPR019884,YtoQ family protein,-,NODE_48630_length_6737_cov_4.464831_4,0.001051603,9.874418605,430,bin_189,0.004432167,0.003359567,-1.006249967
bin_189,Rhizobiales,bin.189_00687,PF11071,Nucleoside 2-deoxyribosyltransferase YtoQ,IPR019884,YtoQ family protein,-,NODE_48630_length_6737_cov_4.464831_4,0.001051603,9.874418605,430,bin_189,0.004432167,0.003359567,-1.006249967
bin_227,Acidimicrobiales,bin.227_00710,PF10397,Adenylosuccinate lyase C-terminus,IPR019468,Adenylosuccinate lyase C-terminal,-,NODE_181_length_153139_cov_18.749236_166,0.001045853,44.35438596,1425,bin_227,0.004432167,0.003359567,-1.007961497
bin_227,Acidimicrobiales,bin.227_00710,PF00206,Lyase,IPR022761,"Fumarate lyase, N-terminal",-,NODE_181_length_153139_cov_18.749236_166,0.001045853,44.35438596,1425,bin_227,0.004432167,0.003359567,-1.007961497
bin_29,Gammaproteobacteria,bin.29_01858,PF04545,"Sigma-70, region 4",IPR007630,RNA polymerase sigma-70 region 4,GO:0003700|GO:0006352|GO:0006355,NODE_2874_length_39953_cov_22.722367_19,0.001041684,65.02913753,858,bin_29,0.004432167,0.003359567,-1.009202431
bin_29,Gammaproteobacteria,bin.29_01858,PF04542,Sigma-70 region 2,IPR007627,RNA polymerase sigma-70 region 2,GO:0003700|GO:0006352|GO:0006355,NODE_2874_length_39953_cov_22.722367_19,0.001041684,65.02913753,858,bin_29,0.004432167,0.003359567,-1.009202431
bin_29,Gammaproteobacteria,bin.29_01858,PF00140,"Sigma-70 factor, region 1.2",IPR009042,RNA polymerase sigma-70 region 1.2,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987,NODE_2874_length_39953_cov_22.722367_19,0.001041684,65.02913753,858,bin_29,0.004432167,0.003359567,-1.009202431
bin_180,Rhodobacterales,bin.180_03053,PF03480,"Bacterial extracellular solute-binding protein, family 7",IPR018389,TRAP transporter solute receptor DctP,GO:0055085,NODE_8409_length_20924_cov_56.993483_8,0.001031739,179.1166232,1149,bin_180,0.004432167,0.003359567,-1.012162634
bin_101,Caulobacterales,bin.101_03260,PF13561,Enoyl-(Acyl carrier protein) reductase,-,-,,NODE_24929_length_10356_cov_20.539171_4,0.001031588,44.20367937,761,bin_101,0.004432167,0.003359567,-1.01220758
bin_128,Rhizobiales,bin.128_04168,PF13450,NAD(P)-binding Rossmann-like domain,-,-,,NODE_156663_length_3348_cov_38.308230_2,0.001030157,112.1403077,1625,bin_128,0.004432167,0.003359567,-1.012633528
bin_80,Rhodobacterales,bin.80_00015,PF02668,"Taurine catabolism dioxygenase TauD, TfdA family",IPR003819,TauD/TfdA-like domain,GO:0016491,NODE_1699_length_52711_cov_6.410703_15,0.001027108,22.65492958,1136,bin_80,0.004432167,0.003359567,-1.013541085
bin_23,Nitriliruptorales,bin.23_02077,PF13649,Methyltransferase domain,IPR041698,Methyltransferase domain 25,-,NODE_78_length_17199_cov_51.234731_10,0.001027089,388.2170543,645,bin_23,0.004432167,0.003359567,-1.013546741
bin_29,Gammaproteobacteria,bin.29_01908,PF02405,Permease MlaE,IPR030802,ABC transporter permease MalE,GO:0043190,NODE_3089_length_38292_cov_22.537856_32,0.001025953,68.10025063,798,bin_29,0.004432167,0.003359567,-1.013884879
bin_158,Rhizobiales,bin.158_02719,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_6704_length_24096_cov_50.458592_4,0.001023409,120.0172239,987,bin_158,0.004432167,0.003359567,-1.01464212
bin_80,Rhodobacterales,bin.80_02481,PF01645,Conserved region in glutamate synthase,IPR002932,Glutamate synthase domain,GO:0006537|GO:0015930|GO:0016638,NODE_65615_length_5612_cov_5.754184_5,0.001020976,18.51246334,1364,bin_80,0.004432167,0.003359567,-1.01536632
bin_230,Rhodobacterales,bin.230_01362,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain,-,NODE_15002_length_14436_cov_5.761004_9,0.001017338,14.84949215,1083,bin_230,0.004432167,0.003359567,-1.016449198
bin_230,Rhodobacterales,bin.230_01362,PF14696,"Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal",-,-,,NODE_15002_length_14436_cov_5.761004_9,0.001017338,14.84949215,1083,bin_230,0.004432167,0.003359567,-1.016449198
bin_36,Nitriliruptorales,bin.36_00620,PF01262,"Alanine dehydrogenase/PNT, C-terminal domain",IPR007698,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain",-,NODE_670_length_81865_cov_258.068891_43,0.001015713,654.2231183,1116,bin_36,0.004432167,0.003359567,-1.016932891
bin_36,Nitriliruptorales,bin.36_00620,PF05222,"Alanine dehydrogenase/PNT, N-terminal domain",IPR007886,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal",-,NODE_670_length_81865_cov_258.068891_43,0.001015713,654.2231183,1116,bin_36,0.004432167,0.003359567,-1.016932891
bin_228,Rhodobacterales,bin.228_01858,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_457_length_98268_cov_951.224858_34,0.001013327,2436.32244,918,bin_228,0.004432167,0.003359567,-1.017643102
bin_228,Rhodobacterales,bin.228_01858,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_457_length_98268_cov_951.224858_34,0.001013327,2436.32244,918,bin_228,0.004432167,0.003359567,-1.017643102
bin_65,Pseudomonadales,bin.65_03173,PF00850,Histone deacetylase domain,IPR023801,Histone deacetylase domain,-,NODE_9003_length_20022_cov_1441.323934_2,0.001005214,3619.02634,1101,bin_65,0.004432167,0.003359567,-1.020057996
bin_113,SYMT01,bin.113_00537,PF02629,CoA binding domain,IPR003781,CoA-binding,-,NODE_48_length_267454_cov_18.723795_19,0.001001764,58.17265353,863,bin_113,0.004432167,0.003359567,-1.021084914
bin_113,SYMT01,bin.113_00537,PF00549,CoA-ligase,IPR005811,ATP-citrate lyase/succinyl-CoA ligase,GO:0003824,NODE_48_length_267454_cov_18.723795_19,0.001001764,58.17265353,863,bin_113,0.004432167,0.003359567,-1.021084914
bin_105,Parvibaculales,bin.105_01296,PF00550,Phosphopantetheine attachment site,IPR009081,Phosphopantetheine binding ACP domain,-,NODE_169225_length_3199_cov_3.013041_2,0.000997475,10.29545455,220,bin_105,0.004432167,0.003359567,-1.022361567
bin_1,Burkholderiales,bin.1_02456,PF02769,"AIR synthase related protein, C-terminal domain",IPR010918,"PurM-like, C-terminal domain",-,NODE_12647_length_16120_cov_74.462621_12,0.000994349,190.3653101,1032,bin_1,0.004432167,0.003359567,-1.023292044
bin_1,Burkholderiales,bin.1_02456,PF00586,"AIR synthase related protein, N-terminal domain",IPR016188,"PurM-like, N-terminal domain",-,NODE_12647_length_16120_cov_74.462621_12,0.000994349,190.3653101,1032,bin_1,0.004432167,0.003359567,-1.023292044
bin_21,Pseudomonadales,bin.21_01162,PF03352,Methyladenine glycosylase,IPR005019,Methyladenine glycosylase,GO:0006284|GO:0008725,NODE_805_length_76053_cov_12.997053_31,0.000991246,26.85223368,582,bin_21,0.004432167,0.003359567,-1.024215675
bin_150,Rhodobacterales,bin.150_01328,PF01791,DeoC/LacD family aldolase,IPR002915,DeoC/FbaB/LacD aldolase,GO:0016829,NODE_554_length_90152_cov_110.712854_26,0.00098556,270.0234604,1023,bin_150,0.004432167,0.003359567,-1.025908154
bin_26,Pseudomonadales,bin.26_02358,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_90_length_10390_cov_10.756327_2,0.000981896,54.06606607,666,bin_26,0.004432167,0.003359567,-1.026998771
bin_36,Nitriliruptorales,bin.36_02607,PF11338,Protein of unknown function (DUF3140),IPR021487,Protein of unknown function DUF3140,-,NODE_4833_length_29416_cov_247.117503_15,0.000980684,766.6725146,342,bin_36,0.004432167,0.003359567,-1.027359532
bin_82,Rhodobacterales,bin.82_01260,PF01740,STAS domain,IPR002645,STAS domain,-,NODE_2131_length_46916_cov_7.466635_36,0.000977525,26.32813403,1731,bin_82,0.004432167,0.003359567,-1.028299832
bin_82,Rhodobacterales,bin.82_01260,PF00916,Sulfate permease family,IPR011547,SLC26A/SulP transporter domain,GO:0008272|GO:0015116|GO:0016021,NODE_2131_length_46916_cov_7.466635_36,0.000977525,26.32813403,1731,bin_82,0.004432167,0.003359567,-1.028299832
bin_210,Euzebyales,bin.210_00291,PF07311,Dodecin,IPR009923,Dodecin,-,NODE_312_length_117728_cov_32.050360_67,0.000976245,76.05970149,201,bin_210,0.004432167,0.003359567,-1.028680833
bin_94,Rhizobiales,bin.94_01386,PF01638,HxlR-like helix-turn-helix,IPR002577,"Helix-turn-helix, HxlR type",-,NODE_31_length_28028_cov_5.091446_19,0.000974278,16.01590457,503,bin_94,0.004432167,0.003359567,-1.029266325
bin_158,Rhizobiales,bin.158_02489,PF13416,Bacterial extracellular solute-binding protein,IPR006059,Bacterial extracellular solute-binding protein,-,NODE_5256_length_27875_cov_53.655176_11,0.000972881,127.9746635,1263,bin_158,0.004432167,0.003359567,-1.029682153
bin_228,Rhodobacterales,bin.228_02281,PF02574,Homocysteine S-methyltransferase,IPR003726,Homocysteine-binding domain,-,NODE_803_length_76229_cov_653.991664_22,0.000966632,1741.435469,1077,bin_228,0.004432167,0.003359567,-1.031542214
bin_226,Kiloniellales,bin.226_02017,PF07681,DoxX,IPR032808,DoxX family,-,NODE_6943_length_23600_cov_8.126184_8,0.000959385,20.85294118,408,bin_226,0.004432167,0.003359567,-1.033699337
