Bin,Order,bino,Pfam,Description,IPR,Function,GO,gene,pi,coverage,length_with_coverage,mean,std,Z-score
bin_55,Rhodothermales,bin.55_01805,PF07366,SnoaL-like polyketide cyclase,IPR009959,Polyketide cyclase SnoaL-like,GO:0030638,NODE_113552_length_4053_cov_17.065783_1,0.002198682,43.35844749,438,0.007416446,0.005885294,-0.886576614
bin_16,Rhodothermales,bin.16_02215,PF02472,Biopolymer transport protein ExbD/TolR,IPR003400,Biopolymer transport protein ExbD/TolR,GO:0022857|GO:0055085,NODE_399640_length_1919_cov_7.190451_2,0.002161948,25.01470588,408,0.007416446,0.005885294,-0.892818273
bin_102,Caulobacterales,bin.102_02238,PF06689,ClpX C4-type zinc finger,IPR010603,"Zinc finger, ClpX C4-type",GO:0008270|GO:0046983,NODE_17122_length_13236_cov_81.986268_4,0.002161075,155.0485762,1194,0.007416446,0.005885294,-0.892966609
bin_102,Caulobacterales,bin.102_02238,PF07724,AAA domain (Cdc48 subfamily),IPR003959,"ATPase, AAA-type, core",GO:0005524|GO:0016887,NODE_17122_length_13236_cov_81.986268_4,0.002161075,155.0485762,1194,0.007416446,0.005885294,-0.892966609
bin_102,Caulobacterales,bin.102_02238,PF10431,"C-terminal, D2-small domain, of ClpB protein",IPR019489,"Clp ATPase, C-terminal",-,NODE_17122_length_13236_cov_81.986268_4,0.002161075,155.0485762,1194,0.007416446,0.005885294,-0.892966609
bin_191,Gammaproteobacteria,bin.191_00072,PF01758,Sodium Bile acid symporter family,IPR002657,Bile acid:sodium symporter/arsenical resistance protein  Acr3,GO:0016020,NODE_7752_length_22030_cov_7.971559_19,0.002153669,24.45155393,1094,0.007416446,0.005885294,-0.894225
bin_160,Pseudomonadales,bin.160_00589,PF00107,Zinc-binding dehydrogenase,IPR013149,"Alcohol dehydrogenase, C-terminal",-,NODE_3_length_160468_cov_47.313403_148,0.002055182,200.2915937,1142,0.007416446,0.005885294,-0.910959422
bin_160,Pseudomonadales,bin.160_00589,PF08240,Alcohol dehydrogenase GroES-like domain,IPR013154,"Alcohol dehydrogenase, N-terminal",-,NODE_3_length_160468_cov_47.313403_148,0.002055182,200.2915937,1142,0.007416446,0.005885294,-0.910959422
bin_102,Caulobacterales,bin.102_00950,PF00072,Response regulator receiver domain,IPR001789,"Signal transduction response regulator, receiver domain",GO:0000160,NODE_2818_length_40505_cov_90.131842_11,0.001983345,258.3907104,366,0.007416446,0.005885294,-0.923165609
bin_114,Thiohalorhabdales,bin.114_01358,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_128788_length_3764_cov_4.715826_3,0.001933673,17.65158371,663,0.007416446,0.005885294,-0.931605628
bin_114,Thiohalorhabdales,bin.114_01358,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_128788_length_3764_cov_4.715826_3,0.001933673,17.65158371,663,0.007416446,0.005885294,-0.931605628
bin_123,Pseudomonadales,bin.123_02816,PF00464,Serine hydroxymethyltransferase,IPR039429,Serine hydroxymethyltransferase-like domain,-,NODE_11665_length_16947_cov_1064.365262_6,0.001812141,2708.130568,1302,0.007416446,0.005885294,-0.952255743
bin_191,Gammaproteobacteria,bin.191_01358,PF10518,TAT (twin-arginine translocation) pathway signal sequence,IPR019546,"Twin-arginine translocation pathway, signal sequence, bacterial/archaeal",-,NODE_47075_length_6870_cov_7.773001_6,0.00180806,21.49457701,1383,0.007416446,0.005885294,-0.952949166
bin_191,Gammaproteobacteria,bin.191_01358,PF13458,Periplasmic binding protein,IPR028081,Leucine-binding protein domain,-,NODE_47075_length_6870_cov_7.773001_6,0.00180806,21.49457701,1383,0.007416446,0.005885294,-0.952949166
bin_18,Pseudomonadales,bin.18_01015,PF00543,Nitrogen regulatory protein P-II,IPR002187,Nitrogen regulatory protein PII,GO:0006808|GO:0030234,NODE_23_length_32590_cov_10.357396_11,0.001758877,42.14749263,339,0.007416446,0.005885294,-0.961306097
bin_6,Pseudomonadales,bin.6_00363,PF10052,Protein of unknown function (DUF2288),IPR018741,Protein of unknown function DUF2288,-,NODE_236_length_133809_cov_719.377746_65,0.001639286,1957.794393,321,0.007416446,0.005885294,-0.981626406
bin_55,Rhodothermales,bin.55_00361,PF01547,Bacterial extracellular solute-binding protein,IPR006059,Bacterial extracellular solute-binding protein,-,NODE_13772_length_15269_cov_22.233009_7,0.001610889,51.14039621,1161,0.007416446,0.005885294,-0.986451484
bin_191,Gammaproteobacteria,bin.191_01751,PF00009,Elongation factor Tu GTP binding domain,IPR000795,Translational (tr)-type GTP-binding domain,GO:0003924|GO:0005525,NODE_72901_length_5271_cov_7.384394_4,0.001603776,19.70344388,1568,0.007416446,0.005885294,-0.987660089
bin_191,Gammaproteobacteria,bin.191_01751,PF03144,Elongation factor Tu domain 2,IPR004161,"Translation elongation factor EFTu-like, domain 2",GO:0005525,NODE_72901_length_5271_cov_7.384394_4,0.001603776,19.70344388,1568,0.007416446,0.005885294,-0.987660089
bin_191,Gammaproteobacteria,bin.191_01751,PF16658,"Class II release factor RF3, C-terminal domain",IPR032090,"Peptide chain release factor 3, C-terminal",-,NODE_72901_length_5271_cov_7.384394_4,0.001603776,19.70344388,1568,0.007416446,0.005885294,-0.987660089
bin_96,Gammaproteobacteria,bin.96_00080,PF00437,Type II/IV secretion system protein,IPR001482,Type II/IV secretion system protein,-,NODE_1854_length_50340_cov_17.664174_28,0.001570129,54.14589372,1035,0.007416446,0.005885294,-0.993377221
bin_202,Bradymonadales,bin.202_02058,PF00293,NUDIX domain,IPR000086,NUDIX hydrolase domain,GO:0016787,NODE_18693_length_12493_cov_9.611031_2,0.001527642,16.5,480,0.007416446,0.005885294,-1.000596401
bin_50,Rhodobacterales,bin.50_03374,PF00216,Bacterial DNA-binding protein,IPR000119,Histone-like DNA-binding protein,GO:0003677,NODE_136341_length_3639_cov_19.660435_2,0.001524332,51.31914894,282,0.007416446,0.005885294,-1.00115882
bin_191,Gammaproteobacteria,bin.191_00177,PF01061,ABC-2 type transporter,IPR013525,ABC-2 type transporter,GO:0016020,NODE_11335_length_17259_cov_8.046733_17,0.001521253,21.03149606,762,0.007416446,0.005885294,-1.001681988
bin_95,Enterobacterales,bin.95_04473,PF00106,short chain dehydrogenase,IPR002347,Short-chain dehydrogenase/reductase SDR,GO:0016491,NODE_60664_length_5880_cov_37.300086_4,0.001315709,102.3848355,699,0.007416446,0.005885294,-1.036607005
bin_123,Pseudomonadales,bin.123_02212,PF00120,"Glutamine synthetase, catalytic domain",IPR008146,"Glutamine synthetase, catalytic domain",GO:0004356|GO:0006807,NODE_3795_length_34073_cov_1079.013140_5,0.001286828,2736.729922,1407,0.007416446,0.005885294,-1.041514321
bin_123,Pseudomonadales,bin.123_02212,PF03951,"Glutamine synthetase, beta-Grasp domain",IPR008147,"Glutamine synthetase, beta-Grasp domain",GO:0004356|GO:0006542|GO:0006807,NODE_3795_length_34073_cov_1079.013140_5,0.001286828,2736.729922,1407,0.007416446,0.005885294,-1.041514321
bin_83,Balneolales,bin.83_00066,PF01175,Urocanase Rossmann-like domain,IPR035085,"Urocanase, Rossmann-like domain",-,NODE_33_length_324152_cov_17.995001_66,0.001286085,37.33333333,1674,0.007416446,0.005885294,-1.041640568
bin_83,Balneolales,bin.83_00066,PF17391,Urocanase N-terminal domain,IPR035400,"Urocanase, N-terminal domain",-,NODE_33_length_324152_cov_17.995001_66,0.001286085,37.33333333,1674,0.007416446,0.005885294,-1.041640568
bin_83,Balneolales,bin.83_00066,PF17392,Urocanase C-terminal domain,IPR035401,"Urocanase, C-terminal domain",-,NODE_33_length_324152_cov_17.995001_66,0.001286085,37.33333333,1674,0.007416446,0.005885294,-1.041640568
bin_68,Pseudomonadales,bin.68_01894,PF00152,"tRNA synthetases class II (D, K and N)",IPR004364,"Aminoacyl-tRNA synthetase, class II (D/K/N)",GO:0000166|GO:0004812|GO:0005524|GO:0006418,NODE_410_length_104449_cov_47.713393_36,0.001277723,114.3810325,1782,0.007416446,0.005885294,-1.043061397
bin_68,Pseudomonadales,bin.68_01894,PF01336,OB-fold nucleic acid binding domain,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",GO:0003676,NODE_410_length_104449_cov_47.713393_36,0.001277723,114.3810325,1782,0.007416446,0.005885294,-1.043061397
bin_68,Pseudomonadales,bin.68_01894,PF02938,GAD domain,IPR029351,GAD domain,-,NODE_410_length_104449_cov_47.713393_36,0.001277723,114.3810325,1782,0.007416446,0.005885294,-1.043061397
bin_191,Gammaproteobacteria,bin.191_01063,PF01175,Urocanase Rossmann-like domain,IPR035085,"Urocanase, Rossmann-like domain",-,NODE_36380_length_8082_cov_8.545036_1,0.001256752,12.80421482,1471,0.007416446,0.005885294,-1.046624685
bin_191,Gammaproteobacteria,bin.191_01063,PF17391,Urocanase N-terminal domain,IPR035400,"Urocanase, N-terminal domain",-,NODE_36380_length_8082_cov_8.545036_1,0.001256752,12.80421482,1471,0.007416446,0.005885294,-1.046624685
bin_191,Gammaproteobacteria,bin.191_01063,PF17392,Urocanase C-terminal domain,IPR035401,"Urocanase, C-terminal domain",-,NODE_36380_length_8082_cov_8.545036_1,0.001256752,12.80421482,1471,0.007416446,0.005885294,-1.046624685
bin_139,Halobacteriales,bin.139_00908,PF00582,Universal stress protein family,IPR006016,UspA,-,NODE_18148_length_12750_cov_123.762741_10,0.001125173,291.1635945,434,0.007416446,0.005885294,-1.068981936
bin_95,Enterobacterales,bin.95_02425,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_1552_length_55036_cov_30.471163_23,0.001081554,90.72277228,606,0.007416446,0.005885294,-1.07639346
bin_95,Enterobacterales,bin.95_02425,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_1552_length_55036_cov_30.471163_23,0.001081554,90.72277228,606,0.007416446,0.005885294,-1.07639346
bin_6,Pseudomonadales,bin.6_00264,PF04542,Sigma-70 region 2,IPR007627,RNA polymerase sigma-70 region 2,GO:0003700|GO:0006352|GO:0006355,NODE_178_length_153775_cov_807.384153_109,0.001080811,1929.108414,618,0.007416446,0.005885294,-1.076519707
bin_6,Pseudomonadales,bin.6_00264,PF08281,"Sigma-70, region 4",IPR013249,"RNA polymerase sigma factor 70, region 4 type 2",GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987,NODE_178_length_153775_cov_807.384153_109,0.001080811,1929.108414,618,0.007416446,0.005885294,-1.076519707
bin_50,Rhodobacterales,bin.50_00212,PF08443,RimK-like ATP-grasp domain,IPR013651,"ATP-grasp fold, RimK-type",-,NODE_1404_length_57632_cov_13.870330_14,0.001024613,32.96685083,905,0.007416446,0.005885294,-1.086068592
bin_50,Rhodobacterales,bin.50_00212,PF18030,RimK PreATP-grasp domain,IPR041107,"RimK, PreATP-grasp domain",-,NODE_1404_length_57632_cov_13.870330_14,0.001024613,32.96685083,905,0.007416446,0.005885294,-1.086068592
bin_160,Pseudomonadales,bin.160_00274,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_2_length_221162_cov_40.056159_28,0.001022044,214.7942999,807,0.007416446,0.005885294,-1.086505104
bin_152,Kiloniellales,bin.152_00259,PF01612,3'-5' exonuclease,IPR002562,3'-5' exonuclease domain,GO:0003676|GO:0006139|GO:0008408,NODE_28991_length_9360_cov_46.257066_10,0.001004445,63.48706897,696,0.007416446,0.005885294,-1.089495439
bin_95,Enterobacterales,bin.95_04187,PF10052,Protein of unknown function (DUF2288),IPR018741,Protein of unknown function DUF2288,-,NODE_27255_length_9753_cov_36.041246_7,0.000964842,72.66043614,321,0.007416446,0.005885294,-1.096224584
bin_50,Rhodobacterales,bin.50_00524,PF17209,Hfq protein,IPR005001,RNA-binding protein Hfq,GO:0003723|GO:0006355,NODE_2478_length_43595_cov_12.797887_32,0.00096223,28.34188034,234,0.007416446,0.005885294,-1.096668402
bin_25,T1Sed10-126,bin.25_01674,PF00293,NUDIX domain,IPR000086,NUDIX hydrolase domain,GO:0016787,NODE_29657_length_9230_cov_8.047629_9,0.000957801,24.29208925,493,0.007416446,0.005885294,-1.097420956
bin_95,Enterobacterales,bin.95_02794,PF02411,MerT mercuric transport protein,IPR003457,Mercuric transport protein MerT,GO:0015097|GO:0015694|GO:0016020,NODE_2313_length_45076_cov_37.676462_4,0.000871089,86.16809117,351,0.007416446,0.005885294,-1.112154629
bin_95,Enterobacterales,bin.95_03609,PF04542,Sigma-70 region 2,IPR007627,RNA polymerase sigma-70 region 2,GO:0003700|GO:0006352|GO:0006355,NODE_6088_length_25650_cov_33.223090_29,0.000848623,82.9742351,621,0.007416446,0.005885294,-1.11597194
bin_95,Enterobacterales,bin.95_03609,PF08281,"Sigma-70, region 4",IPR013249,"RNA polymerase sigma factor 70, region 4 type 2",GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987,NODE_6088_length_25650_cov_33.223090_29,0.000848623,82.9742351,621,0.007416446,0.005885294,-1.11597194
bin_71,Rhizobiales,bin.71_00212,PF00171,Aldehyde dehydrogenase family,IPR015590,Aldehyde dehydrogenase domain,GO:0016491,NODE_94_length_201187_cov_9.996738_27,0.000752777,26.7813548,1491,0.007416446,0.005885294,-1.132257617
bin_166,Halobacteriales,bin.166_00094,PF01200,Ribosomal protein S28e,IPR000289,Ribosomal protein S28e,GO:0003735|GO:0005840|GO:0006412,NODE_2468_length_43709_cov_82.114835_42,0.000742834,157.372807,228,0.007416446,0.005885294,-1.133947082
bin_68,Pseudomonadales,bin.68_00910,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_76_length_215578_cov_57.319836_28,0.000717288,126.2712121,660,0.007416446,0.005885294,-1.138287731
bin_68,Pseudomonadales,bin.68_00910,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_76_length_215578_cov_57.319836_28,0.000717288,126.2712121,660,0.007416446,0.005885294,-1.138287731
bin_71,Rhizobiales,bin.71_02606,PF06808,"Tripartite ATP-independent periplasmic transporter, DctM component",IPR010656,TRAP C4-dicarboxylate transport system permease DctM subunit,-,NODE_6538_length_24491_cov_10.617081_11,0.000654467,29.53910402,1317,0.007416446,0.005885294,-1.148961964
bin_64,Cytophagales,bin.64_01534,PF00902,Sec-independent protein translocase protein (TatC),IPR002033,Sec-independent periplasmic protein translocase TatC,GO:0016021,NODE_209337_length_2819_cov_4.622648_2,0.00063739,9.855769231,832,0.007416446,0.005885294,-1.151863603
bin_71,Rhizobiales,bin.71_01086,PF00202,Aminotransferase class-III,IPR005814,Aminotransferase class-III,GO:0008483|GO:0030170,NODE_270_length_124429_cov_8.511578_68,0.000574439,18.5940348,1207,0.007416446,0.005885294,-1.162559925
bin_6,Pseudomonadales,bin.6_00234,PF00403,Heavy-metal-associated domain,IPR006121,"Heavy metal-associated domain, HMA",GO:0046872,NODE_178_length_153775_cov_807.384153_79,0.000461069,1446.351351,296,0.007416446,0.005885294,-1.181823192
bin_95,Enterobacterales,bin.95_03986,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_16109_length_13771_cov_31.985710_12,0.000445317,86.08544839,1182,0.007416446,0.005885294,-1.184499694
bin_95,Enterobacterales,bin.95_03986,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_16109_length_13771_cov_31.985710_12,0.000445317,86.08544839,1182,0.007416446,0.005885294,-1.184499694
bin_95,Enterobacterales,bin.95_03986,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_16109_length_13771_cov_31.985710_12,0.000445317,86.08544839,1182,0.007416446,0.005885294,-1.184499694
bin_95,Enterobacterales,bin.95_03984,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_16109_length_13771_cov_31.985710_10,0.000405743,87.57142857,1197,0.007416446,0.005885294,-1.191223912
bin_95,Enterobacterales,bin.95_03984,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_16109_length_13771_cov_31.985710_10,0.000405743,87.57142857,1197,0.007416446,0.005885294,-1.191223912
bin_95,Enterobacterales,bin.95_03984,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_16109_length_13771_cov_31.985710_10,0.000405743,87.57142857,1197,0.007416446,0.005885294,-1.191223912
bin_6,Pseudomonadales,bin.6_00227,PF00106,short chain dehydrogenase,IPR002347,Short-chain dehydrogenase/reductase SDR,GO:0016491,NODE_178_length_153775_cov_807.384153_72,0.000367204,1652.606581,699,0.007416446,0.005885294,-1.197772267
bin_6,Pseudomonadales,bin.6_00233,PF02411,MerT mercuric transport protein,IPR003457,Mercuric transport protein MerT,GO:0015097|GO:0015694|GO:0016020,NODE_178_length_153775_cov_807.384153_78,0.000364382,1633.008547,351,0.007416446,0.005885294,-1.198251768
bin_95,Enterobacterales,bin.95_03583,PF00497,"Bacterial extracellular solute-binding proteins, family 3",IPR001638,Solute-binding protein  family 3/N-terminal domain of MltF,-,NODE_6088_length_25650_cov_33.223090_3,0.000363852,82.89417989,756,0.007416446,0.005885294,-1.198341823
bin_95,Enterobacterales,bin.95_03582,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_6088_length_25650_cov_33.223090_2,0.000345084,97.59851852,675,0.007416446,0.005885294,-1.201530788
bin_6,Pseudomonadales,bin.6_00229,PF00528,Binding-protein-dependent transport system inner membrane component,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",GO:0016020|GO:0055085,NODE_178_length_153775_cov_807.384153_74,0.000312914,1488.085926,675,0.007416446,0.005885294,-1.206996955
bin_68,Pseudomonadales,bin.68_01902,PF00578,AhpC/TSA family,IPR000866,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,GO:0016209|GO:0016491,NODE_410_length_104449_cov_47.713393_44,0.000311141,104.880597,603,0.007416446,0.005885294,-1.207298214
bin_68,Pseudomonadales,bin.68_01902,PF10417,C-terminal domain of 1-Cys peroxiredoxin,IPR019479,"Peroxiredoxin, C-terminal",GO:0051920,NODE_410_length_104449_cov_47.713393_44,0.000311141,104.880597,603,0.007416446,0.005885294,-1.207298214
bin_6,Pseudomonadales,bin.6_00230,PF00497,"Bacterial extracellular solute-binding proteins, family 3",IPR001638,Solute-binding protein  family 3/N-terminal domain of MltF,-,NODE_178_length_153775_cov_807.384153_75,0.000297433,1594.759259,756,0.007416446,0.005885294,-1.209627409
bin_6,Pseudomonadales,bin.6_01432,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_3822_length_33944_cov_843.456225_18,0.000284824,2197.891709,1182,0.007416446,0.005885294,-1.211769868
bin_6,Pseudomonadales,bin.6_01432,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_3822_length_33944_cov_843.456225_18,0.000284824,2197.891709,1182,0.007416446,0.005885294,-1.211769868
bin_6,Pseudomonadales,bin.6_01432,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_3822_length_33944_cov_843.456225_18,0.000284824,2197.891709,1182,0.007416446,0.005885294,-1.211769868
bin_6,Pseudomonadales,bin.6_01430,PF00441,"Acyl-CoA dehydrogenase, C-terminal domain",IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,GO:0016627,NODE_3822_length_33944_cov_843.456225_16,0.000267259,2142.500418,1197,0.007416446,0.005885294,-1.214754426
bin_6,Pseudomonadales,bin.6_01430,PF02770,"Acyl-CoA dehydrogenase, middle domain",IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",GO:0016627,NODE_3822_length_33944_cov_843.456225_16,0.000267259,2142.500418,1197,0.007416446,0.005885294,-1.214754426
bin_6,Pseudomonadales,bin.6_01430,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain",IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",GO:0016627|GO:0050660,NODE_3822_length_33944_cov_843.456225_16,0.000267259,2142.500418,1197,0.007416446,0.005885294,-1.214754426
bin_95,Enterobacterales,bin.95_04749,PF04245,37-kD nucleoid-associated bacterial protein,IPR007358,Nucleoid-associated protein NdpA,GO:0009295,NODE_275709_length_2392_cov_27.922550_2,0.000249793,80.1927237,1017,0.007416446,0.005885294,-1.217722162
bin_95,Enterobacterales,bin.95_02793,PF00403,Heavy-metal-associated domain,IPR006121,"Heavy metal-associated domain, HMA",GO:0046872,NODE_2313_length_45076_cov_37.676462_3,9.62E-05,71.2996633,297,0.007416446,0.005885294,-1.243819922
,,,,,,,,,,,,,,
,,,,,,,,,0.005885294,,,,,
